Creditor Name,Reasons for payment or transfer,Dates of Payments,Total,Address,Page Number
Cumberland DRW LLC,Trade Settlements,9/8/2022,"$15,880.71",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,70
Cumberland DRW LLC,Trade Settlements,9/9/2022,"$9,255.32",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,70
Cumberland DRW LLC,Trade Settlements,9/12/2022,"$232,192.19",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,70
Cumberland DRW LLC,Trade Settlements,9/13/2022,"$1,750.47",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,70
Cumberland DRW LLC,Trade Settlements,9/22/2022,"$9,208.79",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,71
Cumberland DRW LLC,Trade Settlements,10/5/2022,"$59,027.49",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,71
Cumberland DRW LLC,Trade Settlements,10/11/2022,$120.71,C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,71
Cumberland DRW LLC,Trade Settlements,10/13/2022,"$244,754.07",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,71
Cumberland DRW LLC,Margin Repayment,10/17/2022,"$14,855,000.00",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,71
Cumberland DRW LLC,Trade Settlements,10/24/2022,"$111,376.00",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,71
Cumberland DRW LLC,Trade Settlements,10/25/2022,"$80,896.98",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,71
Cumberland DRW LLC,Trade Settlements,10/26/2022,"$29,176.20",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,71
Cumberland DRW LLC,Trade Settlements,10/27/2022,"$971,719.31",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,71
Cumberland DRW LLC,Trade Settlements,10/28/2022,"$255,768.88",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,71
Cumberland DRW LLC,Trade Settlements,10/31/2022,"$320,437.56",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,71
Cumberland DRW LLC,Trade Settlements,11/1/2022,"$196,268.55",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,71
Cumberland DRW LLC,Trade Settlements,11/2/2022,"$380,241.20",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,71
Cumberland DRW LLC,Trade Settlements,11/3/2022,"$13,485.04",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,71
Cumberland DRW LLC,Trade Settlements,11/4/2022,"$89,015.67",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,72
Cumberland DRW LLC,Trade Settlements,11/7/2022,"$330,783.74",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,72
Cumberland DRW LLC,Trade Settlements,11/8/2022,"$135,056.46",C/O Cogency Global Inc. 850 New Burton Rd Ste 201 Dover DE 19904,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/13/2022,"$11,558.83",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/8/2022,$156.63,Address on File,72
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/12/2022,"$100,000.00",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/30/2022,$735.80,Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/21/2022,"$12,058.24",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/6/2022,"$56,073.80",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/18/2022,"$11,714.20",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/1/2022,"$3,052.92",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/17/2022,"$15,061.01",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/7/2022,"$8,666.97",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/1/2022,"$3,641.04",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/4/2022,"$24,448.11",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/21/2022,"$41,877.51",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/11/2022,"$3,247.28",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/13/2022,"$9,298.35",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/29/2022,$58.60,Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/27/2022,"$2,721.31",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/6/2022,"$95,853.75",Address on File,72
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/15/2022,"$5,493.00",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/19/2022,"$4,136.59",Address on File,72
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/20/2022,"$32,148.86",Address on File,72
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/3/2022,"$26,000.00",Address on File,72
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/3/2022,"$48,175.99",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/30/2022,"$2,340.03",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/26/2022,"$13,613.29",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,"$21,868.34",Address on File,72
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/8/2022,"$1,167.24",Address on File,72
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/9/2022,"$20,000.00",Address on File,72
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/13/2022,"$729,283.50",Address on File,72
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/14/2022,"$25,000.00",Address on File,72
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$50,000.00",Address on File,72
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/6/2022,"$35,000.00",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/30/2022,"$25,524.41",Address on File,72
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/19/2022,"$380,000.00",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/9/2022,"$7,292.84",Address on File,72
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/2/2022,$8.97,Address on File,73
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/23/2022,"$60,500.00",Address on File,73
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,"$100,673.12",Address on File,73
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,$648.25,Address on File,73
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/13/2022,"$1,659.26",Address on File,73
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/27/2022,"$22,966.54",Address on File,73
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/13/2022,"$39,744.27",Address on File,73
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/3/2022,"$27,115.85",Address on File,73
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/1/2022,"$3,054.88",Address on File,73
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/7/2022,"$2,923.29",Address on File,73
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,$370.61,Address on File,73
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,$8.07,Address on File,73
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/31/2022,"$2,433.76",Address on File,73
